image_name,damage_type,location,severity,bbox_x1,bbox_y1,bbox_x2,bbox_y2
0414.jpeg,crack,side_panel,low,0.374517,0.701031,0.061776,0.113402
0415.jpeg,paint_damage,rear_bumper,low,0.396321,0.095238,0.096990,0.107143
0416.jpeg,crack,front_bumper,medium,0.308140,0.895408,0.507752,0.198980
0416.jpeg,crack,right_door,high,0.839147,0.229592,0.313953,0.459184
0416.jpeg,broken_part,right_door,medium,0.844961,0.681122,0.302326,0.627551
0419.jpeg,crack,rear_bumper,medium,0.892045,0.062827,0.208333,0.125654
0419.jpeg,dent,rear_bumper,low,0.636364,0.096859,0.166667,0.193717
0419.jpeg,crack,right_door,medium,0.907197,0.609948,0.178030,0.214660
0420.jpeg,dent,front_bumper,low,0.369427,0.915625,0.165605,0.156250
0420.jpeg,broken_part,front_bumper,medium,0.673567,0.918750,0.601911,0.150000
0420.jpeg,crack,front_bumper,low,0.151274,0.890625,0.181529,0.143750
0421.jpeg,crack,side_panel,low,0.478764,0.518041,0.108108,0.077320
0422.jpeg,crack,front_bumper,medium,0.226766,0.941176,0.453532,0.106952
0422.jpeg,dent,right_door,low,0.962825,0.189840,0.066914,0.155080
0423.jpeg,crack,left_door,medium,0.040541,0.180412,0.081081,0.144330
0425.jpeg,dent,front_bumper,low,0.270270,0.922680,0.092664,0.134021
0425.jpeg,dent,front_bumper,low,0.125483,0.899485,0.096525,0.139175
0425.jpeg,crack,left_door,medium,0.069498,0.255155,0.138996,0.190722
0426.jpeg,paint_damage,right_door,medium,0.877256,0.579670,0.108303,0.280220
0426.jpeg,dent,right_door,low,0.776173,0.510989,0.072202,0.109890
0427.jpeg,crack,front_bumper,low,0.893822,0.943299,0.204633,0.103093
0427.jpeg,crack,front_bumper,high,0.330116,0.703608,0.660232,0.582474
0427.jpeg,dent,front_bumper,low,0.756757,0.927835,0.123552,0.134021
0427.jpeg,dent,front_bumper,low,0.436293,0.902062,0.077220,0.113402
0428.jpeg,dent,right_door,low,0.897778,0.811111,0.080000,0.093333
0428.jpeg,dent,front_bumper,low,0.931111,0.960000,0.084444,0.071111
0428.jpeg,dent,front_bumper,low,0.704444,0.948889,0.093333,0.093333
0429.jpeg,dent,front_bumper,low,0.548263,0.943299,0.123552,0.103093
0432.jpeg,crack,front_bumper,medium,0.492188,0.948669,0.453125,0.095057
0434.jpeg,crack,front_bumper,high,0.498084,0.805699,0.996169,0.378238
0434.jpeg,dent,right_door,medium,0.768199,0.603627,0.141762,0.108808
0434.jpeg,crack,right_door,medium,0.936782,0.572539,0.118774,0.222798
0435.jpeg,crack,roof,high,0.610345,0.189655,0.386207,0.379310
0435.jpeg,dent,rear_bumper,low,0.056897,0.060345,0.113793,0.120690
0435.jpeg,crack,left_door,medium,0.231034,0.356322,0.462069,0.712644
0435.jpeg,crack,left_door,medium,0.160345,0.764368,0.320690,0.252874
0435.jpeg,crack,right_door,high,0.775862,0.250000,0.441379,0.500000
0435.jpeg,broken_part,side_panel,medium,0.618966,0.497126,0.237931,0.614943
0437.jpeg,dent,rear_bumper,low,0.200000,0.044484,0.222222,0.088968
0437.jpeg,dent,rear_bumper,low,0.575000,0.151246,0.150000,0.053381
0437.jpeg,crack,front_bumper,low,0.322222,0.766904,0.155556,0.153025
0438.jpeg,crack,front_bumper,low,0.767045,0.811189,0.454545,0.062937
0439.jpeg,crack,rear_bumper,medium,0.474903,0.092784,0.316602,0.185567
0439.jpeg,crack,other_location,high,0.498069,0.639175,0.996139,0.711340
0439.jpeg,crack,right_door,medium,0.806950,0.389175,0.131274,0.211340
0439.jpeg,crack,left_door,medium,0.052124,0.551546,0.104247,0.103093
0439.jpeg,dent,left_door,low,0.181467,0.257732,0.077220,0.113402
0439.jpeg,dent,side_panel,medium,0.374517,0.631443,0.254826,0.262887
0439.jpeg,dent,side_panel,low,0.399614,0.543814,0.127413,0.170103
0442.jpeg,broken_part,front_bumper,medium,0.718147,0.938144,0.084942,0.113402
0442.jpeg,dent,right_door,low,0.756757,0.685567,0.061776,0.082474
0444.jpeg,crack,left_door,low,0.220077,0.711340,0.084942,0.123711
0444.jpeg,dent,left_door,low,0.249035,0.621134,0.142857,0.118557
0444.jpeg,crack,side_panel,medium,0.353282,0.675258,0.081081,0.123711
0447.jpeg,crack,rear_bumper,medium,0.164794,0.134921,0.329588,0.269841
0447.jpeg,paint_damage,left_door,low,0.052434,0.383598,0.104869,0.259259
0448.jpeg,crack,front_bumper,high,0.498069,0.837629,0.996139,0.314433
0448.jpeg,paint_damage,front_bumper,high,0.328185,0.711340,0.501931,0.371134
0448.jpeg,crack,right_door,medium,0.909266,0.360825,0.173745,0.350515
0448.jpeg,dent,side_panel,medium,0.401544,0.548969,0.108108,0.077320
0448.jpeg,crack,side_panel,medium,0.571429,0.556701,0.146718,0.144330
0448.jpeg,dent,left_door,medium,0.065637,0.685567,0.092664,0.113402
0450.jpeg,crack,left_door,high,0.183333,0.221925,0.366667,0.326203
0454.jpeg,crack,front_bumper,medium,0.738333,0.949405,0.350000,0.089286
0454.jpeg,dent,left_door,low,0.091667,0.383929,0.090000,0.113095
0457.jpeg,broken_part,windshield,high,0.482625,0.242268,0.347490,0.484536
0457.jpeg,crack,rear_bumper,medium,0.886100,0.048969,0.220077,0.097938
0457.jpeg,crack,windshield,medium,0.760618,0.265464,0.471042,0.417526
0457.jpeg,crack,right_door,medium,0.870656,0.409794,0.073359,0.097938
0457.jpeg,crack,right_door,medium,0.899614,0.471649,0.193050,0.242268
0459.jpeg,crack,front_bumper,low,0.189189,0.945876,0.324324,0.097938
0459.jpeg,broken_part,right_door,medium,0.907336,0.157216,0.177606,0.273196
0459.jpeg,crack,front_bumper,medium,0.799228,0.899485,0.393822,0.190722
0459.jpeg,dent,front_bumper,low,0.073359,0.884021,0.146718,0.221649
0459.jpeg,dent,left_door,low,0.044402,0.716495,0.088803,0.144330
0459.jpeg,dent,front_bumper,low,0.889961,0.847938,0.142857,0.108247
0460.jpeg,dent,left_door,low,0.069588,0.891892,0.139175,0.084942
0460.jpeg,dent,side_panel,low,0.056701,0.959459,0.113402,0.073359
0460.jpeg,broken_part,left_door,medium,0.136598,0.694981,0.273196,0.162162
0460.jpeg,crack,windshield,high,0.577320,0.198842,0.835052,0.397683
0460.jpeg,crack,left_door,medium,0.146907,0.519305,0.293814,0.250965
0460.jpeg,crack,other_location,medium,0.572165,0.681467,0.845361,0.629344
0460.jpeg,dent,left_door,medium,0.123711,0.167954,0.247423,0.335907
0460.jpeg,crack,left_door,low,0.198454,0.407336,0.149485,0.096525
0460.jpeg,crack,side_panel,low,0.677835,0.681467,0.304124,0.111969
0460.jpeg,crack,side_panel,low,0.407216,0.388031,0.288660,0.088803
0460.jpeg,dent,side_panel,low,0.440722,0.656371,0.108247,0.061776
0460.jpeg,dent,front_bumper,low,0.097938,0.932432,0.092784,0.065637
0461.jpeg,dent,right_door,low,0.939655,0.623563,0.113793,0.189655
0463.jpeg,paint_damage,left_door,low,0.122222,0.815556,0.244444,0.084444
0463.jpeg,paint_damage,front_bumper,low,0.128889,0.886667,0.115556,0.128889
0463.jpeg,dent,front_bumper,medium,0.708889,0.864444,0.448889,0.262222
0463.jpeg,dent,front_bumper,low,0.515556,0.891111,0.071111,0.066667
0466.jpeg,crack,roof,high,0.498069,0.144330,0.996139,0.288660
0466.jpeg,crack,front_bumper,medium,0.086873,0.878866,0.166023,0.128866
0466.jpeg,crack,front_bumper,low,0.627413,0.842784,0.081081,0.242268
0466.jpeg,crack,roof,low,0.415058,0.188144,0.081081,0.097938
0467.jpeg,paint_damage,front_bumper,medium,0.331104,0.851190,0.254181,0.285714
0470.jpeg,crack,other_location,high,0.622340,0.497207,0.748227,0.994413
0470.jpeg,crack,left_door,high,0.237589,0.497207,0.475177,0.994413
0470.jpeg,crack,side_panel,medium,0.414894,0.620112,0.212766,0.089385
0474.jpeg,dent,right_door,low,0.918919,0.791237,0.061776,0.097938
0474.jpeg,dent,front_bumper,low,0.862934,0.927835,0.088803,0.092784
0474.jpeg,dent,left_door,low,0.146718,0.368557,0.092664,0.190722
0474.jpeg,dent,right_door,low,0.880309,0.680412,0.061776,0.092784
0475.jpeg,crack,right_door,medium,0.945946,0.765464,0.100386,0.087629
0475.jpeg,dent,front_bumper,low,0.598456,0.744845,0.131274,0.139175
0475.jpeg,crack,front_bumper,low,0.415058,0.850515,0.111969,0.113402
0475.jpeg,broken_part,front_bumper,medium,0.737452,0.783505,0.223938,0.402062
0476.jpeg,dent,rear_bumper,low,0.156371,0.092784,0.096525,0.185567
0476.jpeg,crack,hood,high,0.498069,0.288660,0.996139,0.577320
0476.jpeg,crack,front_bumper,high,0.498069,0.729381,0.996139,0.530928
0479.jpeg,crack,front_bumper,medium,0.361204,0.916667,0.260870,0.154762
0479.jpeg,crack,right_door,medium,0.949833,0.339286,0.093645,0.154762
0479.jpeg,crack,left_door,medium,0.153846,0.583333,0.180602,0.154762
0479.jpeg,crack,right_door,medium,0.874582,0.369048,0.070234,0.107143
0479.jpeg,dent,rear_bumper,medium,0.841137,0.166667,0.311037,0.333333
0479.jpeg,dent,roof,low,0.824415,0.187500,0.070234,0.113095
0480.jpeg,crack,left_door,medium,0.060000,0.232143,0.120000,0.464286
0480.jpeg,dent,front_bumper,low,0.143333,0.854167,0.186667,0.279762
0480.jpeg,crack,side_panel,medium,0.393333,0.610119,0.466667,0.113095
0480.jpeg,dent,left_door,low,0.081667,0.723214,0.070000,0.148810
0481.jpeg,crack,windshield,high,0.497835,0.230594,0.995671,0.461187
0481.jpeg,paint_damage,front_bumper,medium,0.558442,0.924658,0.874459,0.086758
0481.jpeg,paint_damage,hood,low,0.469697,0.351598,0.108225,0.164384
0482.jpeg,dent,right_door,medium,0.882239,0.804124,0.227799,0.257732
0483.jpeg,dent,right_door,medium,0.922535,0.423729,0.147887,0.305085
0483.jpeg,dent,right_door,low,0.926056,0.570621,0.070423,0.135593
0483.jpeg,dent,right_door,low,0.934859,0.725989,0.123239,0.231638
0483.jpeg,dent,right_door,low,0.834507,0.446328,0.084507,0.135593
0483.jpeg,dent,right_door,low,0.728873,0.355932,0.070423,0.112994
0484.jpeg,crack,rear_bumper,medium,0.673745,0.069588,0.158301,0.139175
0484.jpeg,broken_part,right_door,high,0.839768,0.213918,0.312741,0.427835
0484.jpeg,crack,left_door,medium,0.069498,0.314433,0.138996,0.103093
0484.jpeg,dent,right_door,medium,0.824324,0.425258,0.266409,0.345361
0484.jpeg,crack,front_bumper,medium,0.642857,0.804124,0.088803,0.154639
0485.jpeg,dent,side_panel,low,0.974777,0.940000,0.044510,0.106667
0485.jpeg,crack,right_door,high,0.864985,0.476667,0.264095,0.953333
0485.jpeg,dent,rear_bumper,low,0.629080,0.053333,0.249258,0.106667
0486.jpeg,dent,right_door,low,0.946009,0.415254,0.098592,0.127119
0486.jpeg,crack,right_door,high,0.840376,0.720339,0.309859,0.550847
0486.jpeg,dent,windshield,medium,0.415493,0.311441,0.239437,0.216102
0486.jpeg,dent,front_bumper,low,0.356808,0.762712,0.140845,0.127119
0486.jpeg,dent,front_bumper,low,0.732394,0.802966,0.084507,0.105932
0486.jpeg,dent,side_panel,low,0.413146,0.550847,0.084507,0.084746
0486.jpeg,dent,left_door,medium,0.215962,0.629237,0.431925,0.639831
0487.jpeg,dent,front_bumper,low,0.895753,0.868557,0.200772,0.252577
0487.jpeg,crack,left_door,medium,0.125483,0.786082,0.250965,0.417526
0487.jpeg,crack,front_bumper,low,0.770270,0.783505,0.088803,0.082474
0488.jpeg,dent,front_bumper,low,0.859073,0.858247,0.119691,0.170103
0489.jpeg,dent,front_bumper,medium,0.498188,0.931694,0.996377,0.125683
0489.jpeg,crack,left_door,low,0.090580,0.218579,0.181159,0.098361
0490.jpeg,dent,front_bumper,medium,0.839768,0.878866,0.312741,0.231959
0490.jpeg,dent,front_bumper,low,0.698842,0.853093,0.061776,0.097938
0490.jpeg,dent,right_door,low,0.934363,0.716495,0.123552,0.123711
0494.jpeg,crack,side_panel,medium,0.052124,0.927835,0.104247,0.134021
0495.jpeg,crack,side_panel,medium,0.569498,0.695876,0.451737,0.164948
0495.jpeg,crack,windshield,medium,0.256757,0.242268,0.088803,0.185567
0495.jpeg,dent,front_bumper,medium,0.486486,0.804124,0.185328,0.206186
0497.jpeg,dent,front_bumper,low,0.220077,0.842784,0.123552,0.128866
0499.jpeg,crack,left_door,medium,0.059761,0.768657,0.119522,0.194030
0500.jpeg,crack,right_door,medium,0.916376,0.838068,0.132404,0.312500
0500.jpeg,crack,right_door,high,0.792683,0.326705,0.407666,0.653409
0500.jpeg,crack,other_location,high,0.336237,0.403409,0.672474,0.806818
0500.jpeg,crack,side_panel,high,0.674216,0.562500,0.630662,0.659091
0500.jpeg,paint_damage,front_bumper,medium,0.815331,0.886364,0.111498,0.215909
0500.jpeg,dent,front_bumper,medium,0.391986,0.767045,0.212544,0.454545
0500.jpeg,dent,right_door,low,0.818815,0.392045,0.104530,0.125000
0500.jpeg,dent,side_panel,low,0.508711,0.678977,0.076655,0.164773
0500.jpeg,dent,right_door,low,0.968641,0.170455,0.055749,0.113636
0500.jpeg,dent,side_panel,low,0.379791,0.392045,0.083624,0.125000
0500.jpeg,dent,right_door,low,0.808362,0.568182,0.069686,0.125000
0501.jpeg,paint_damage,front_bumper,low,0.290385,0.863402,0.065385,0.077320
0502.jpeg,crack,left_door,low,0.094595,0.538660,0.088803,0.139175
0502.jpeg,dent,left_door,low,0.264479,0.623711,0.111969,0.103093
0502.jpeg,crack,front_bumper,medium,0.449807,0.932990,0.065637,0.082474
0502.jpeg,dent,left_door,low,0.032819,0.628866,0.065637,0.082474
0505.jpeg,crack,front_bumper,medium,0.509653,0.902062,0.316602,0.185567
0505.jpeg,dent,left_door,low,0.048263,0.847938,0.096525,0.159794
0506.jpeg,crack,roof,medium,0.776536,0.030249,0.435754,0.060498
0507.jpeg,dent,right_door,low,0.903475,0.481959,0.185328,0.139175
0509.jpeg,broken_part,right_door,medium,0.961538,0.912371,0.069231,0.164948
0510.jpeg,crack,rear_bumper,low,0.130556,0.082437,0.116667,0.078853
0510.jpeg,dent,left_door,low,0.172222,0.483871,0.222222,0.143369
0510.jpeg,dent,hood,low,0.511111,0.381720,0.177778,0.111111
0510.jpeg,dent,left_door,low,0.219444,0.523297,0.138889,0.071685
0511.jpeg,dent,front_bumper,medium,0.876448,0.865979,0.239382,0.257732
0511.jpeg,crack,left_door,medium,0.225869,0.690722,0.196911,0.164948
0512.jpeg,crack,hood,high,0.477586,0.267241,0.955172,0.534483
0512.jpeg,dent,front_bumper,low,0.462069,0.951149,0.055172,0.086207
0512.jpeg,dent,left_door,low,0.037931,0.436782,0.055172,0.126437
0512.jpeg,crack,left_door,medium,0.146552,0.594828,0.265517,0.212644
0512.jpeg,crack,side_panel,medium,0.612069,0.606322,0.555172,0.304598
0513.jpeg,broken_part,side_panel,medium,0.040541,0.920103,0.081081,0.149485
0515.jpeg,crack,front_bumper,medium,0.480000,0.950820,0.487273,0.087432
0515.jpeg,crack,front_bumper,medium,0.852727,0.942623,0.236364,0.103825
0515.jpeg,crack,front_bumper,high,0.498182,0.836066,0.996364,0.316940
0515.jpeg,crack,other_location,high,0.498182,0.513661,0.996364,0.699454
0515.jpeg,crack,rear_bumper,medium,0.781818,0.106557,0.429091,0.180328
0516.jpeg,paint_damage,front_bumper,low,0.754545,0.909836,0.149091,0.125683
0516.jpeg,dent,rear_bumper,low,0.272727,0.095628,0.145455,0.191257
0516.jpeg,crack,left_door,low,0.103636,0.352459,0.149091,0.092896
0516.jpeg,dent,right_door,medium,0.894545,0.688525,0.203636,0.448087
0519.jpeg,dent,left_door,low,0.050193,0.713918,0.100386,0.159794
0519.jpeg,paint_damage,rear_bumper,low,0.938224,0.108247,0.115830,0.216495
0519.jpeg,dent,right_door,low,0.947876,0.778351,0.096525,0.103093
0519.jpeg,dent,front_bumper,low,0.739382,0.775773,0.073359,0.108247
0519.jpeg,dent,front_bumper,low,0.837838,0.822165,0.131274,0.149485
0521.jpeg,paint_damage,left_door,low,0.032819,0.842784,0.065637,0.149485
0523.jpeg,broken_part,front_bumper,low,0.644788,0.943299,0.247104,0.103093
0523.jpeg,dent,front_bumper,low,0.608108,0.865979,0.111969,0.123711
0523.jpeg,dent,front_bumper,low,0.776062,0.886598,0.108108,0.206186
0523.jpeg,dent,right_door,low,0.835907,0.793814,0.081081,0.082474
0525.jpeg,crack,rear_bumper,medium,0.131274,0.085052,0.262548,0.170103
0525.jpeg,crack,hood,high,0.498069,0.257732,0.996139,0.515464
0525.jpeg,crack,front_bumper,high,0.498069,0.721649,0.996139,0.546392
0525.jpeg,crack,left_door,medium,0.115830,0.546392,0.231660,0.371134
0527.jpeg,paint_damage,front_bumper,medium,0.625940,0.775132,0.146617,0.153439
0528.jpeg,crack,roof,high,0.221818,0.155738,0.443636,0.311475
0528.jpeg,crack,rear_bumper,medium,0.869091,0.060109,0.058182,0.120219
0528.jpeg,crack,front_bumper,low,0.147273,0.882514,0.054545,0.081967
0530.jpeg,crack,windshield,medium,0.709615,0.273196,0.188462,0.154639
0530.jpeg,broken_part,right_door,medium,0.886538,0.747423,0.219231,0.494845
0530.jpeg,crack,right_door,medium,0.730769,0.476804,0.138462,0.087629
0530.jpeg,broken_part,front_bumper,medium,0.423077,0.809278,0.846154,0.371134
0530.jpeg,dent,left_door,low,0.290385,0.719072,0.080769,0.097938
0530.jpeg,dent,front_bumper,low,0.515385,0.752577,0.153846,0.154639
0530.jpeg,dent,left_door,low,0.196154,0.708763,0.076923,0.087629
0531.jpeg,dent,roof,medium,0.628352,0.163212,0.260536,0.326425
0531.jpeg,crack,other_location,high,0.417625,0.593264,0.835249,0.803109
0531.jpeg,crack,other_location,high,0.582375,0.375648,0.827586,0.751295
0533.jpeg,crack,rear_bumper,high,0.725869,0.100515,0.540541,0.201031
0533.jpeg,broken_part,side_panel,medium,0.036680,0.943299,0.073359,0.103093
0533.jpeg,crack,left_door,medium,0.249035,0.404639,0.498069,0.809278
0533.jpeg,crack,front_bumper,medium,0.710425,0.798969,0.571429,0.381443
0533.jpeg,crack,front_bumper,medium,0.563707,0.945876,0.115830,0.097938
0533.jpeg,dent,left_door,low,0.218147,0.755155,0.119691,0.128866
0533.jpeg,crack,front_bumper,medium,0.409266,0.943299,0.177606,0.103093
0533.jpeg,dent,right_door,low,0.899614,0.840206,0.193050,0.175258
0533.jpeg,dent,windshield,low,0.542471,0.278351,0.150579,0.226804
0533.jpeg,dent,hood,low,0.675676,0.345361,0.108108,0.154639
0533.jpeg,broken_part,side_panel,medium,0.505792,0.533505,0.455598,0.262887
0533.jpeg,dent,side_panel,medium,0.370656,0.628866,0.200772,0.257732
0533.jpeg,dent,rear_bumper,low,0.581081,0.152062,0.096525,0.097938
0534.jpeg,crack,right_door,medium,0.866795,0.201031,0.258687,0.402062
0534.jpeg,crack,windshield,high,0.362934,0.224227,0.725869,0.448454
0534.jpeg,crack,right_door,high,0.698842,0.654639,0.594595,0.680412
0534.jpeg,crack,left_door,medium,0.254826,0.631443,0.231660,0.170103
0534.jpeg,dent,left_door,medium,0.096525,0.574742,0.193050,0.314433
0534.jpeg,dent,front_bumper,medium,0.133205,0.817010,0.266409,0.211340
0534.jpeg,dent,side_panel,medium,0.426641,0.376289,0.266409,0.381443
0534.jpeg,dent,right_door,low,0.918919,0.693299,0.154440,0.139175
0534.jpeg,dent,right_door,low,0.965251,0.760309,0.061776,0.077320
0535.jpeg,crack,front_bumper,medium,0.755932,0.824561,0.128814,0.315789
0536.jpeg,crack,front_bumper,medium,0.180000,0.937158,0.178182,0.114754
0536.jpeg,dent,roof,medium,0.512727,0.163934,0.290909,0.327869
0536.jpeg,dent,side_panel,low,0.592727,0.584699,0.240000,0.207650
0536.jpeg,dent,left_door,low,0.123636,0.418033,0.101818,0.158470
0536.jpeg,dent,left_door,low,0.134545,0.653005,0.269091,0.224044
0536.jpeg,dent,roof,low,0.190909,0.169399,0.149091,0.218579
0536.jpeg,dent,left_door,low,0.036364,0.379781,0.072727,0.114754
0536.jpeg,dent,right_door,low,0.807273,0.278689,0.283636,0.131148
0536.jpeg,dent,front_bumper,medium,0.300000,0.778689,0.214545,0.398907
0536.jpeg,dent,rear_bumper,low,0.269091,0.060109,0.087273,0.120219
0536.jpeg,dent,left_door,low,0.067273,0.803279,0.069091,0.109290
0539.jpeg,dent,front_bumper,low,0.220077,0.935567,0.115830,0.118557
0539.jpeg,dent,left_door,low,0.092664,0.791237,0.185328,0.252577
0540.jpeg,crack,front_bumper,low,0.772727,0.948087,0.170909,0.092896
0541.jpeg,crack,left_door,medium,0.059846,0.814433,0.119691,0.360825
0541.jpeg,dent,left_door,low,0.048263,0.329897,0.073359,0.092784
0543.jpeg,dent,roof,low,0.418182,0.166667,0.181818,0.169399
0544.jpeg,crack,left_door,low,0.105705,0.281065,0.057047,0.218935
0545.jpeg,dent,right_door,low,0.951737,0.693299,0.088803,0.097938
0546.jpeg,dent,front_bumper,medium,0.909266,0.884021,0.173745,0.221649
0546.jpeg,paint_damage,front_bumper,low,0.256757,0.832474,0.119691,0.097938
0546.jpeg,crack,front_bumper,low,0.415058,0.896907,0.150579,0.092784
0546.jpeg,dent,front_bumper,low,0.509653,0.912371,0.069498,0.103093
0547.jpeg,crack,front_bumper,low,0.107692,0.943299,0.215385,0.103093
0547.jpeg,crack,rear_bumper,medium,0.273077,0.082474,0.546154,0.164948
0547.jpeg,broken_part,front_bumper,medium,0.584615,0.878866,0.823077,0.231959
0549.jpeg,crack,left_door,medium,0.072491,0.188830,0.144981,0.377660
0550.jpeg,crack,left_door,medium,0.074349,0.172872,0.148699,0.345745
0550.jpeg,broken_part,left_door,high,0.124535,0.718085,0.249071,0.414894
0551.jpeg,crack,front_bumper,medium,0.060000,0.931548,0.120000,0.125000
0551.jpeg,crack,other_location,high,0.363333,0.497024,0.726667,0.994048
0551.jpeg,crack,right_door,high,0.835000,0.208333,0.323333,0.416667
0551.jpeg,crack,side_panel,high,0.666667,0.693452,0.660000,0.601190
0552.jpeg,crack,other_location,high,0.497778,0.366667,0.995556,0.724444
0552.jpeg,crack,right_door,medium,0.908889,0.800000,0.173333,0.080000
0552.jpeg,crack,front_bumper,high,0.497778,0.713333,0.995556,0.297778
0552.jpeg,crack,rear_bumper,medium,0.328889,0.104444,0.471111,0.208889
0552.jpeg,paint_damage,front_bumper,low,0.622222,0.868889,0.213333,0.093333
0552.jpeg,dent,right_door,low,0.857778,0.608889,0.106667,0.106667
0552.jpeg,crack,rear_bumper,medium,0.631111,0.122222,0.364444,0.093333
0556.jpeg,paint_damage,front_bumper,medium,0.913127,0.902062,0.166023,0.185567
0556.jpeg,crack,rear_bumper,medium,0.884170,0.103093,0.061776,0.082474
0556.jpeg,paint_damage,side_panel,low,0.689189,0.716495,0.104247,0.154639
0556.jpeg,dent,front_bumper,low,0.741313,0.768041,0.077220,0.103093
0556.jpeg,dent,left_door,medium,0.063707,0.554124,0.127413,0.139175
0557.jpeg,dent,front_bumper,low,0.353282,0.786082,0.057915,0.077320
0562.jpeg,crack,right_door,low,0.789575,0.365979,0.073359,0.113402
0562.jpeg,crack,left_door,medium,0.079151,0.538660,0.158301,0.149485
0562.jpeg,dent,front_bumper,low,0.525097,0.914948,0.100386,0.108247
0563.jpeg,crack,front_bumper,medium,0.806950,0.855670,0.138996,0.123711
0563.jpeg,paint_damage,front_bumper,low,0.667954,0.855670,0.169884,0.082474
0565.jpeg,crack,other_location,high,0.498069,0.353093,0.996139,0.706186
0565.jpeg,broken_part,front_bumper,low,0.650579,0.951031,0.220077,0.087629
0565.jpeg,crack,front_bumper,high,0.264479,0.747423,0.528958,0.494845
0565.jpeg,crack,front_bumper,medium,0.702703,0.832474,0.131274,0.077320
0565.jpeg,crack,side_panel,low,0.530888,0.618557,0.173745,0.103093
0566.jpeg,crack,other_location,high,0.656364,0.431694,0.680000,0.863388
0567.jpeg,dent,left_door,low,0.046332,0.152062,0.092664,0.211340
0567.jpeg,dent,rear_bumper,medium,0.194981,0.090206,0.250965,0.180412
0568.jpeg,dent,front_bumper,low,0.071429,0.917526,0.073359,0.154639
0568.jpeg,dent,left_door,low,0.036680,0.798969,0.065637,0.082474
0570.jpeg,crack,front_bumper,high,0.350000,0.883333,0.700000,0.222222
0572.jpeg,dent,rear_bumper,low,0.320000,0.059524,0.106667,0.119048
0572.jpeg,broken_part,right_door,medium,0.815000,0.663690,0.363333,0.660714
0572.jpeg,crack,left_door,low,0.071667,0.616071,0.143333,0.089286
0573.jpeg,dent,hood,low,0.580729,0.313688,0.192708,0.064639
0576.jpeg,crack,left_door,medium,0.079151,0.858974,0.158301,0.271795
0577.jpeg,dent,front_bumper,low,0.793436,0.951031,0.127413,0.087629
0577.jpeg,dent,front_bumper,low,0.667954,0.938144,0.108108,0.113402
0577.jpeg,broken_part,front_bumper,high,0.318533,0.775773,0.637066,0.438144
0577.jpeg,dent,left_door,low,0.044402,0.520619,0.088803,0.103093
0577.jpeg,dent,left_door,low,0.030888,0.412371,0.061776,0.103093
0577.jpeg,dent,front_bumper,low,0.517375,0.737113,0.069498,0.092784
0578.jpeg,crack,front_bumper,high,0.498069,0.889175,0.996139,0.211340
0579.jpeg,dent,rear_bumper,medium,0.852727,0.161202,0.287273,0.322404
0579.jpeg,crack,other_location,medium,0.498182,0.691257,0.996364,0.606557
0579.jpeg,crack,left_door,medium,0.141818,0.210383,0.196364,0.103825
0579.jpeg,dent,right_door,low,0.941818,0.576503,0.109091,0.114754
0582.jpeg,crack,left_door,medium,0.069498,0.474227,0.092664,0.144330
0582.jpeg,broken_part,left_door,medium,0.069498,0.631443,0.138996,0.108247
0583.jpeg,broken_part,left_door,medium,0.079151,0.829897,0.158301,0.329897
0583.jpeg,dent,left_door,low,0.059846,0.538660,0.088803,0.077320
0585.jpeg,broken_part,front_bumper,medium,0.735849,0.889474,0.452830,0.210526
0585.jpeg,dent,front_bumper,low,0.939623,0.913158,0.083019,0.163158
0585.jpeg,broken_part,front_bumper,medium,0.233962,0.786842,0.467925,0.415789
0586.jpeg,dent,side_panel,low,0.044014,0.951977,0.088028,0.084746
0586.jpeg,crack,other_location,high,0.536972,0.629944,0.919014,0.728814
0586.jpeg,crack,hood,high,0.607394,0.293785,0.778169,0.587571
0586.jpeg,paint_damage,left_door,medium,0.059859,0.144068,0.119718,0.163842
0586.jpeg,dent,windshield,medium,0.714789,0.290960,0.161972,0.152542
0586.jpeg,dent,roof,low,0.242958,0.177966,0.105634,0.129944
0587.jpeg,crack,right_door,medium,0.903846,0.262887,0.107692,0.195876
0588.jpeg,crack,front_bumper,medium,0.490000,0.910714,0.213333,0.166667
0589.jpeg,crack,front_bumper,low,0.617761,0.945876,0.077220,0.097938
0589.jpeg,crack,hood,medium,0.498069,0.280928,0.996139,0.561856
0589.jpeg,crack,other_location,medium,0.285714,0.507732,0.571429,0.974227
0589.jpeg,dent,right_door,medium,0.820463,0.744845,0.351351,0.500000
0589.jpeg,dent,right_door,medium,0.766409,0.585052,0.328185,0.273196
0589.jpeg,dent,side_panel,low,0.372587,0.641753,0.088803,0.097938
0589.jpeg,dent,front_bumper,low,0.536680,0.811856,0.138996,0.170103
0590.jpeg,crack,rear_bumper,medium,0.698529,0.064865,0.080882,0.129730
0592.jpeg,crack,front_bumper,medium,0.446488,0.755952,0.143813,0.130952
0593.jpeg,crack,left_door,high,0.169884,0.298969,0.339768,0.597938
0593.jpeg,crack,other_location,high,0.498069,0.337629,0.996139,0.675258
0593.jpeg,crack,front_bumper,medium,0.498069,0.791237,0.996139,0.407216
0593.jpeg,dent,front_bumper,low,0.712355,0.809278,0.235521,0.278351
0593.jpeg,broken_part,front_bumper,low,0.845560,0.868557,0.108108,0.118557
