image_name,split,class_id,class_name,bbox_xc,bbox_yc,bbox_w,bbox_h,source
0309.JPEG,train,6,front_bumper,0.594595,0.904639,0.138996,0.180412,enhanced_detection
0309.JPEG,train,16,medium,0.594595,0.904639,0.138996,0.180412,enhanced_detection
0309.JPEG,train,2,crack,0.243243,0.329897,0.23166,0.103093,enhanced_detection
0309.JPEG,train,10,left_door,0.243243,0.329897,0.23166,0.103093,enhanced_detection
0309.JPEG,train,16,medium,0.243243,0.329897,0.23166,0.103093,enhanced_detection
0309.JPEG,train,4,paint_damage,0.214286,0.134021,0.088803,0.103093,enhanced_detection
0309.JPEG,train,7,rear_bumper,0.214286,0.134021,0.088803,0.103093,enhanced_detection
0309.JPEG,train,16,medium,0.214286,0.134021,0.088803,0.103093,enhanced_detection
0309.JPEG,train,4,paint_damage,0.03861,0.113402,0.07722,0.154639,enhanced_detection
0309.JPEG,train,10,left_door,0.03861,0.113402,0.07722,0.154639,enhanced_detection
0309.JPEG,train,16,medium,0.03861,0.113402,0.07722,0.154639,enhanced_detection
0309.JPEG,train,0,dent,0.936293,0.623711,0.119691,0.113402,enhanced_detection
0309.JPEG,train,11,right_door,0.936293,0.623711,0.119691,0.113402,enhanced_detection
0309.JPEG,train,15,low,0.936293,0.623711,0.119691,0.113402,enhanced_detection
0309.JPEG,train,4,paint_damage,0.955598,0.054124,0.081081,0.108247,enhanced_detection
0309.JPEG,train,13,side_panel,0.955598,0.054124,0.081081,0.108247,enhanced_detection
0309.JPEG,train,15,low,0.955598,0.054124,0.081081,0.108247,enhanced_detection
0312.JPEG,train,2,crack,0.960526,0.058201,0.071429,0.116402,enhanced_detection
0312.JPEG,train,13,side_panel,0.960526,0.058201,0.071429,0.116402,enhanced_detection
0312.JPEG,train,16,medium,0.960526,0.058201,0.071429,0.116402,enhanced_detection
0312.JPEG,train,0,dent,0.593985,0.664021,0.082707,0.132275,enhanced_detection
0312.JPEG,train,13,side_panel,0.593985,0.664021,0.082707,0.132275,enhanced_detection
0312.JPEG,train,15,low,0.593985,0.664021,0.082707,0.132275,enhanced_detection
0312.JPEG,train,2,crack,0.783835,0.756614,0.424812,0.296296,enhanced_detection
0312.JPEG,train,11,right_door,0.783835,0.756614,0.424812,0.296296,enhanced_detection
0312.JPEG,train,16,medium,0.783835,0.756614,0.424812,0.296296,enhanced_detection
0313.JPEG,train,2,crack,0.907336,0.685567,0.177606,0.206186,enhanced_detection
0313.JPEG,train,11,right_door,0.907336,0.685567,0.177606,0.206186,enhanced_detection
0313.JPEG,train,16,medium,0.907336,0.685567,0.177606,0.206186,enhanced_detection
0313.JPEG,train,0,dent,0.090734,0.659794,0.073359,0.082474,enhanced_detection
0313.JPEG,train,10,left_door,0.090734,0.659794,0.073359,0.082474,enhanced_detection
0313.JPEG,train,15,low,0.090734,0.659794,0.073359,0.082474,enhanced_detection
0314.JPEG,train,0,dent,0.368726,0.103093,0.181467,0.206186,enhanced_detection
0314.JPEG,train,7,rear_bumper,0.368726,0.103093,0.181467,0.206186,enhanced_detection
0314.JPEG,train,15,low,0.368726,0.103093,0.181467,0.206186,enhanced_detection
0314.JPEG,train,2,crack,0.067568,0.474227,0.135135,0.154639,enhanced_detection
0314.JPEG,train,10,left_door,0.067568,0.474227,0.135135,0.154639,enhanced_detection
0314.JPEG,train,16,medium,0.067568,0.474227,0.135135,0.154639,enhanced_detection
0314.JPEG,train,0,dent,0.364865,0.899485,0.096525,0.108247,enhanced_detection
0314.JPEG,train,6,front_bumper,0.364865,0.899485,0.096525,0.108247,enhanced_detection
0314.JPEG,train,15,low,0.364865,0.899485,0.096525,0.108247,enhanced_detection
0314.JPEG,train,0,dent,0.333977,0.435567,0.127413,0.170103,enhanced_detection
0314.JPEG,train,13,side_panel,0.333977,0.435567,0.127413,0.170103,enhanced_detection
0314.JPEG,train,15,low,0.333977,0.435567,0.127413,0.170103,enhanced_detection
0314.JPEG,train,0,dent,0.106178,0.146907,0.212355,0.170103,enhanced_detection
0314.JPEG,train,7,rear_bumper,0.106178,0.146907,0.212355,0.170103,enhanced_detection
0314.JPEG,train,15,low,0.106178,0.146907,0.212355,0.170103,enhanced_detection
0316.JPEG,train,0,dent,0.187259,0.938144,0.119691,0.113402,enhanced_detection
0316.JPEG,train,6,front_bumper,0.187259,0.938144,0.119691,0.113402,enhanced_detection
0316.JPEG,train,15,low,0.187259,0.938144,0.119691,0.113402,enhanced_detection
0316.JPEG,train,0,dent,0.316602,0.907216,0.185328,0.175258,enhanced_detection
0316.JPEG,train,6,front_bumper,0.316602,0.907216,0.185328,0.175258,enhanced_detection
0316.JPEG,train,15,low,0.316602,0.907216,0.185328,0.175258,enhanced_detection
0316.JPEG,train,2,crack,0.067568,0.927835,0.135135,0.134021,enhanced_detection
0316.JPEG,train,6,front_bumper,0.067568,0.927835,0.135135,0.134021,enhanced_detection
0316.JPEG,train,16,medium,0.067568,0.927835,0.135135,0.134021,enhanced_detection
0316.JPEG,train,2,crack,0.694981,0.912371,0.594595,0.164948,enhanced_detection
0316.JPEG,train,6,front_bumper,0.694981,0.912371,0.594595,0.164948,enhanced_detection
0316.JPEG,train,16,medium,0.694981,0.912371,0.594595,0.164948,enhanced_detection
0316.JPEG,train,4,paint_damage,0.901544,0.677835,0.189189,0.242268,enhanced_detection
0316.JPEG,train,11,right_door,0.901544,0.677835,0.189189,0.242268,enhanced_detection
0316.JPEG,train,16,medium,0.901544,0.677835,0.189189,0.242268,enhanced_detection
0317.JPEG,train,2,crack,0.949807,0.878866,0.092664,0.231959,enhanced_detection
0317.JPEG,train,11,right_door,0.949807,0.878866,0.092664,0.231959,enhanced_detection
0317.JPEG,train,16,medium,0.949807,0.878866,0.092664,0.231959,enhanced_detection
0317.JPEG,train,2,crack,0.80888,0.793814,0.127413,0.175258,enhanced_detection
0317.JPEG,train,6,front_bumper,0.80888,0.793814,0.127413,0.175258,enhanced_detection
0317.JPEG,train,16,medium,0.80888,0.793814,0.127413,0.175258,enhanced_detection
0318.JPEG,train,3,broken_part,0.769406,0.163043,0.452055,0.326087,enhanced_detection
0318.JPEG,train,12,roof,0.769406,0.163043,0.452055,0.326087,enhanced_detection
0318.JPEG,train,17,high,0.769406,0.163043,0.452055,0.326087,enhanced_detection
0318.JPEG,train,0,dent,0.901826,0.932609,0.187215,0.126087,enhanced_detection
0318.JPEG,train,6,front_bumper,0.901826,0.932609,0.187215,0.126087,enhanced_detection
0318.JPEG,train,15,low,0.901826,0.932609,0.187215,0.126087,enhanced_detection
0318.JPEG,train,0,dent,0.732877,0.773913,0.515982,0.443478,enhanced_detection
0318.JPEG,train,6,front_bumper,0.732877,0.773913,0.515982,0.443478,enhanced_detection
0318.JPEG,train,16,medium,0.732877,0.773913,0.515982,0.443478,enhanced_detection
0318.JPEG,train,0,dent,0.100457,0.063043,0.136986,0.126087,enhanced_detection
0318.JPEG,train,7,rear_bumper,0.100457,0.063043,0.136986,0.126087,enhanced_detection
0318.JPEG,train,15,low,0.100457,0.063043,0.136986,0.126087,enhanced_detection
0318.JPEG,train,2,crack,0.840183,0.493478,0.191781,0.143478,enhanced_detection
0318.JPEG,train,11,right_door,0.840183,0.493478,0.191781,0.143478,enhanced_detection
0318.JPEG,train,15,low,0.840183,0.493478,0.191781,0.143478,enhanced_detection
0318.JPEG,train,0,dent,0.465753,0.717391,0.118721,0.078261,enhanced_detection
0318.JPEG,train,6,front_bumper,0.465753,0.717391,0.118721,0.078261,enhanced_detection
0318.JPEG,train,15,low,0.465753,0.717391,0.118721,0.078261,enhanced_detection
0319.JPEG,train,0,dent,0.643333,0.949405,0.08,0.089286,enhanced_detection
0319.JPEG,train,6,front_bumper,0.643333,0.949405,0.08,0.089286,enhanced_detection
0319.JPEG,train,15,low,0.643333,0.949405,0.08,0.089286,enhanced_detection
0321.JPEG,train,0,dent,0.289575,0.840206,0.108108,0.092784,enhanced_detection
0321.JPEG,train,6,front_bumper,0.289575,0.840206,0.108108,0.092784,enhanced_detection
0321.JPEG,train,15,low,0.289575,0.840206,0.108108,0.092784,enhanced_detection
0324.JPEG,train,2,crack,0.411417,0.265152,0.822835,0.530303,enhanced_detection
0324.JPEG,train,9,windshield,0.411417,0.265152,0.822835,0.530303,enhanced_detection
0324.JPEG,train,17,high,0.411417,0.265152,0.822835,0.530303,enhanced_detection
0328.JPEG,train,2,crack,0.322742,0.895833,0.143813,0.196429,enhanced_detection
0328.JPEG,train,6,front_bumper,0.322742,0.895833,0.143813,0.196429,enhanced_detection
0328.JPEG,train,16,medium,0.322742,0.895833,0.143813,0.196429,enhanced_detection
0328.JPEG,train,0,dent,0.874582,0.821429,0.244147,0.345238,enhanced_detection
0328.JPEG,train,11,right_door,0.874582,0.821429,0.244147,0.345238,enhanced_detection
0328.JPEG,train,16,medium,0.874582,0.821429,0.244147,0.345238,enhanced_detection
0328.JPEG,train,0,dent,0.744147,0.824405,0.070234,0.172619,enhanced_detection
0328.JPEG,train,6,front_bumper,0.744147,0.824405,0.070234,0.172619,enhanced_detection
0328.JPEG,train,15,low,0.744147,0.824405,0.070234,0.172619,enhanced_detection
0329.JPEG,train,2,crack,0.919118,0.902703,0.154412,0.183784,enhanced_detection
0329.JPEG,train,6,front_bumper,0.919118,0.902703,0.154412,0.183784,enhanced_detection
0329.JPEG,train,16,medium,0.919118,0.902703,0.154412,0.183784,enhanced_detection
0330.JPEG,train,4,paint_damage,0.875,0.789474,0.240196,0.242915,enhanced_detection
0330.JPEG,train,11,right_door,0.875,0.789474,0.240196,0.242915,enhanced_detection
0330.JPEG,train,16,medium,0.875,0.789474,0.240196,0.242915,enhanced_detection
0330.JPEG,train,0,dent,0.708333,0.04251,0.171569,0.08502,enhanced_detection
0330.JPEG,train,7,rear_bumper,0.708333,0.04251,0.171569,0.08502,enhanced_detection
0330.JPEG,train,16,medium,0.708333,0.04251,0.171569,0.08502,enhanced_detection
0330.JPEG,train,4,paint_damage,0.936275,0.51417,0.117647,0.105263,enhanced_detection
0330.JPEG,train,11,right_door,0.936275,0.51417,0.117647,0.105263,enhanced_detection
0330.JPEG,train,16,medium,0.936275,0.51417,0.117647,0.105263,enhanced_detection
0331.JPEG,train,0,dent,0.111667,0.839286,0.223333,0.309524,enhanced_detection
0331.JPEG,train,6,front_bumper,0.111667,0.839286,0.223333,0.309524,enhanced_detection
0331.JPEG,train,16,medium,0.111667,0.839286,0.223333,0.309524,enhanced_detection
0332.JPEG,train,0,dent,0.191667,0.767857,0.116667,0.154762,enhanced_detection
0332.JPEG,train,10,left_door,0.191667,0.767857,0.116667,0.154762,enhanced_detection
0332.JPEG,train,15,low,0.191667,0.767857,0.116667,0.154762,enhanced_detection
0335.JPEG,train,2,crack,0.07722,0.293814,0.15444,0.154639,enhanced_detection
0335.JPEG,train,10,left_door,0.07722,0.293814,0.15444,0.154639,enhanced_detection
0335.JPEG,train,16,medium,0.07722,0.293814,0.15444,0.154639,enhanced_detection
0335.JPEG,train,2,crack,0.698842,0.706186,0.07722,0.257732,enhanced_detection
0335.JPEG,train,11,right_door,0.698842,0.706186,0.07722,0.257732,enhanced_detection
0335.JPEG,train,16,medium,0.698842,0.706186,0.07722,0.257732,enhanced_detection
0335.JPEG,train,2,crack,0.951737,0.445876,0.088803,0.469072,enhanced_detection
0335.JPEG,train,11,right_door,0.951737,0.445876,0.088803,0.469072,enhanced_detection
0335.JPEG,train,16,medium,0.951737,0.445876,0.088803,0.469072,enhanced_detection
0335.JPEG,train,2,crack,0.53861,0.739691,0.096525,0.139175,enhanced_detection
0335.JPEG,train,6,front_bumper,0.53861,0.739691,0.096525,0.139175,enhanced_detection
0335.JPEG,train,15,low,0.53861,0.739691,0.096525,0.139175,enhanced_detection
0335.JPEG,train,4,paint_damage,0.743243,0.92268,0.505792,0.14433,enhanced_detection
0335.JPEG,train,6,front_bumper,0.743243,0.92268,0.505792,0.14433,enhanced_detection
0335.JPEG,train,15,low,0.743243,0.92268,0.505792,0.14433,enhanced_detection
0336.JPEG,train,0,dent,0.878378,0.051546,0.104247,0.103093,enhanced_detection
0336.JPEG,train,7,rear_bumper,0.878378,0.051546,0.104247,0.103093,enhanced_detection
0336.JPEG,train,15,low,0.878378,0.051546,0.104247,0.103093,enhanced_detection
0336.JPEG,train,4,paint_damage,0.783784,0.847938,0.084942,0.170103,enhanced_detection
0336.JPEG,train,6,front_bumper,0.783784,0.847938,0.084942,0.170103,enhanced_detection
0336.JPEG,train,15,low,0.783784,0.847938,0.084942,0.170103,enhanced_detection
0336.JPEG,train,0,dent,0.393822,0.39433,0.138996,0.128866,enhanced_detection
0336.JPEG,train,13,side_panel,0.393822,0.39433,0.138996,0.128866,enhanced_detection
0336.JPEG,train,15,low,0.393822,0.39433,0.138996,0.128866,enhanced_detection
0336.JPEG,train,0,dent,0.129344,0.474227,0.166023,0.298969,enhanced_detection
0336.JPEG,train,10,left_door,0.129344,0.474227,0.166023,0.298969,enhanced_detection
0336.JPEG,train,15,low,0.129344,0.474227,0.166023,0.298969,enhanced_detection
0337.JPEG,train,4,paint_damage,0.048889,0.873333,0.097778,0.244444,enhanced_detection
0337.JPEG,train,10,left_door,0.048889,0.873333,0.097778,0.244444,enhanced_detection
0337.JPEG,train,16,medium,0.048889,0.873333,0.097778,0.244444,enhanced_detection
0337.JPEG,train,4,paint_damage,0.882222,0.826667,0.093333,0.088889,enhanced_detection
0337.JPEG,train,11,right_door,0.882222,0.826667,0.093333,0.088889,enhanced_detection
0337.JPEG,train,16,medium,0.882222,0.826667,0.093333,0.088889,enhanced_detection
0337.JPEG,train,4,paint_damage,0.957778,0.737778,0.075556,0.088889,enhanced_detection
0337.JPEG,train,11,right_door,0.957778,0.737778,0.075556,0.088889,enhanced_detection
0337.JPEG,train,16,medium,0.957778,0.737778,0.075556,0.088889,enhanced_detection
0337.JPEG,train,0,dent,0.911111,0.951111,0.168889,0.088889,enhanced_detection
0337.JPEG,train,6,front_bumper,0.911111,0.951111,0.168889,0.088889,enhanced_detection
0337.JPEG,train,15,low,0.911111,0.951111,0.168889,0.088889,enhanced_detection
0340.JPEG,train,3,broken_part,0.828185,0.798969,0.335907,0.391753,enhanced_detection
0340.JPEG,train,11,right_door,0.828185,0.798969,0.335907,0.391753,enhanced_detection
0340.JPEG,train,17,high,0.828185,0.798969,0.335907,0.391753,enhanced_detection
0340.JPEG,train,0,dent,0.160232,0.904639,0.073359,0.087629,enhanced_detection
0340.JPEG,train,6,front_bumper,0.160232,0.904639,0.073359,0.087629,enhanced_detection
0340.JPEG,train,15,low,0.160232,0.904639,0.073359,0.087629,enhanced_detection
0343.JPEG,train,0,dent,0.9,0.890805,0.193103,0.206897,enhanced_detection
0343.JPEG,train,6,front_bumper,0.9,0.890805,0.193103,0.206897,enhanced_detection
0343.JPEG,train,15,low,0.9,0.890805,0.193103,0.206897,enhanced_detection
0344.JPEG,train,0,dent,0.078947,0.165663,0.098684,0.331325,enhanced_detection
0344.JPEG,train,10,left_door,0.078947,0.165663,0.098684,0.331325,enhanced_detection
0344.JPEG,train,15,low,0.078947,0.165663,0.098684,0.331325,enhanced_detection
0345.JPEG,train,0,dent,0.091379,0.942197,0.182759,0.104046,enhanced_detection
0345.JPEG,train,6,front_bumper,0.091379,0.942197,0.182759,0.104046,enhanced_detection
0345.JPEG,train,15,low,0.091379,0.942197,0.182759,0.104046,enhanced_detection
0346.JPEG,train,0,dent,0.586957,0.934524,0.123746,0.119048,enhanced_detection
0346.JPEG,train,6,front_bumper,0.586957,0.934524,0.123746,0.119048,enhanced_detection
0346.JPEG,train,15,low,0.586957,0.934524,0.123746,0.119048,enhanced_detection
0346.JPEG,train,0,dent,0.961538,0.91369,0.070234,0.160714,enhanced_detection
0346.JPEG,train,11,right_door,0.961538,0.91369,0.070234,0.160714,enhanced_detection
0346.JPEG,train,15,low,0.961538,0.91369,0.070234,0.160714,enhanced_detection
0346.JPEG,train,3,broken_part,0.255853,0.889881,0.511706,0.208333,enhanced_detection
0346.JPEG,train,6,front_bumper,0.255853,0.889881,0.511706,0.208333,enhanced_detection
0346.JPEG,train,16,medium,0.255853,0.889881,0.511706,0.208333,enhanced_detection
0346.JPEG,train,0,dent,0.474916,0.934524,0.053512,0.119048,enhanced_detection
0346.JPEG,train,6,front_bumper,0.474916,0.934524,0.053512,0.119048,enhanced_detection
0346.JPEG,train,15,low,0.474916,0.934524,0.053512,0.119048,enhanced_detection
0346.JPEG,train,2,crack,0.132107,0.0625,0.177258,0.125,enhanced_detection
0346.JPEG,train,7,rear_bumper,0.132107,0.0625,0.177258,0.125,enhanced_detection
0346.JPEG,train,16,medium,0.132107,0.0625,0.177258,0.125,enhanced_detection
0346.JPEG,train,2,crack,0.110368,0.776786,0.220736,0.196429,enhanced_detection
0346.JPEG,train,10,left_door,0.110368,0.776786,0.220736,0.196429,enhanced_detection
0346.JPEG,train,16,medium,0.110368,0.776786,0.220736,0.196429,enhanced_detection
0349.jpeg,train,2,crack,0.862934,0.956186,0.266409,0.07732,enhanced_detection
0349.jpeg,train,6,front_bumper,0.862934,0.956186,0.266409,0.07732,enhanced_detection
0349.jpeg,train,15,low,0.862934,0.956186,0.266409,0.07732,enhanced_detection
0349.jpeg,train,2,crack,0.083012,0.762887,0.166023,0.463918,enhanced_detection
0349.jpeg,train,10,left_door,0.083012,0.762887,0.166023,0.463918,enhanced_detection
0349.jpeg,train,16,medium,0.083012,0.762887,0.166023,0.463918,enhanced_detection
0349.jpeg,train,0,dent,0.803089,0.703608,0.169884,0.242268,enhanced_detection
0349.jpeg,train,11,right_door,0.803089,0.703608,0.169884,0.242268,enhanced_detection
0349.jpeg,train,15,low,0.803089,0.703608,0.169884,0.242268,enhanced_detection
0349.jpeg,train,4,paint_damage,0.878378,0.706186,0.088803,0.134021,enhanced_detection
0349.jpeg,train,11,right_door,0.878378,0.706186,0.088803,0.134021,enhanced_detection
0349.jpeg,train,15,low,0.878378,0.706186,0.088803,0.134021,enhanced_detection
0349.jpeg,train,0,dent,0.69112,0.822165,0.27027,0.170103,enhanced_detection
0349.jpeg,train,6,front_bumper,0.69112,0.822165,0.27027,0.170103,enhanced_detection
0349.jpeg,train,15,low,0.69112,0.822165,0.27027,0.170103,enhanced_detection
0350.JPEG,train,2,crack,0.946154,0.953608,0.1,0.082474,enhanced_detection
0350.JPEG,train,13,side_panel,0.946154,0.953608,0.1,0.082474,enhanced_detection
0350.JPEG,train,15,low,0.946154,0.953608,0.1,0.082474,enhanced_detection
0350.JPEG,train,2,crack,0.140385,0.069588,0.25,0.139175,enhanced_detection
0350.JPEG,train,7,rear_bumper,0.140385,0.069588,0.25,0.139175,enhanced_detection
0350.JPEG,train,16,medium,0.140385,0.069588,0.25,0.139175,enhanced_detection
0350.JPEG,train,2,crack,0.434615,0.097938,0.392308,0.195876,enhanced_detection
0350.JPEG,train,7,rear_bumper,0.434615,0.097938,0.392308,0.195876,enhanced_detection
0350.JPEG,train,16,medium,0.434615,0.097938,0.392308,0.195876,enhanced_detection
0350.JPEG,train,2,crack,0.746154,0.389175,0.5,0.293814,enhanced_detection
0350.JPEG,train,11,right_door,0.746154,0.389175,0.5,0.293814,enhanced_detection
0350.JPEG,train,16,medium,0.746154,0.389175,0.5,0.293814,enhanced_detection
0350.JPEG,train,0,dent,0.892308,0.863402,0.092308,0.139175,enhanced_detection
0350.JPEG,train,6,front_bumper,0.892308,0.863402,0.092308,0.139175,enhanced_detection
0350.JPEG,train,15,low,0.892308,0.863402,0.092308,0.139175,enhanced_detection
0350.JPEG,train,0,dent,0.069231,0.309278,0.138462,0.216495,enhanced_detection
0350.JPEG,train,10,left_door,0.069231,0.309278,0.138462,0.216495,enhanced_detection
0350.JPEG,train,15,low,0.069231,0.309278,0.138462,0.216495,enhanced_detection
0350.JPEG,train,0,dent,0.623077,0.208763,0.069231,0.07732,enhanced_detection
0350.JPEG,train,9,windshield,0.623077,0.208763,0.069231,0.07732,enhanced_detection
0350.JPEG,train,15,low,0.623077,0.208763,0.069231,0.07732,enhanced_detection
0351.JPEG,train,3,broken_part,0.045,0.074405,0.09,0.14881,enhanced_detection
0351.JPEG,train,7,rear_bumper,0.045,0.074405,0.09,0.14881,enhanced_detection
0351.JPEG,train,16,medium,0.045,0.074405,0.09,0.14881,enhanced_detection
0351.JPEG,train,0,dent,0.705,0.0625,0.11,0.125,enhanced_detection
0351.JPEG,train,7,rear_bumper,0.705,0.0625,0.11,0.125,enhanced_detection
0351.JPEG,train,15,low,0.705,0.0625,0.11,0.125,enhanced_detection
0351.JPEG,train,0,dent,0.946667,0.842262,0.1,0.14881,enhanced_detection
0351.JPEG,train,11,right_door,0.946667,0.842262,0.1,0.14881,enhanced_detection
0351.JPEG,train,15,low,0.946667,0.842262,0.1,0.14881,enhanced_detection
0352.JPEG,train,2,crack,0.496364,0.688525,0.083636,0.218579,enhanced_detection
0352.JPEG,train,13,side_panel,0.496364,0.688525,0.083636,0.218579,enhanced_detection
0352.JPEG,train,16,medium,0.496364,0.688525,0.083636,0.218579,enhanced_detection
0352.JPEG,train,2,crack,0.732727,0.418033,0.527273,0.377049,enhanced_detection
0352.JPEG,train,11,right_door,0.732727,0.418033,0.527273,0.377049,enhanced_detection
0352.JPEG,train,17,high,0.732727,0.418033,0.527273,0.377049,enhanced_detection
0352.JPEG,train,2,crack,0.743636,0.743169,0.505455,0.273224,enhanced_detection
0352.JPEG,train,6,front_bumper,0.743636,0.743169,0.505455,0.273224,enhanced_detection
0352.JPEG,train,17,high,0.743636,0.743169,0.505455,0.273224,enhanced_detection
0354.JPEG,train,0,dent,0.29386,0.943439,0.070175,0.104072,enhanced_detection
0354.JPEG,train,6,front_bumper,0.29386,0.943439,0.070175,0.104072,enhanced_detection
0354.JPEG,train,15,low,0.29386,0.943439,0.070175,0.104072,enhanced_detection
0354.JPEG,train,0,dent,0.135965,0.920814,0.27193,0.149321,enhanced_detection
0354.JPEG,train,6,front_bumper,0.135965,0.920814,0.27193,0.149321,enhanced_detection
0354.JPEG,train,16,medium,0.135965,0.920814,0.27193,0.149321,enhanced_detection
0354.JPEG,train,0,dent,0.054825,0.809955,0.109649,0.135747,enhanced_detection
0354.JPEG,train,10,left_door,0.054825,0.809955,0.109649,0.135747,enhanced_detection
0354.JPEG,train,15,low,0.054825,0.809955,0.109649,0.135747,enhanced_detection
0354.JPEG,train,0,dent,0.157895,0.737557,0.105263,0.099548,enhanced_detection
0354.JPEG,train,10,left_door,0.157895,0.737557,0.105263,0.099548,enhanced_detection
0354.JPEG,train,15,low,0.157895,0.737557,0.105263,0.099548,enhanced_detection
0355.JPEG,train,2,crack,0.198276,0.344828,0.396552,0.689655,enhanced_detection
0355.JPEG,train,10,left_door,0.198276,0.344828,0.396552,0.689655,enhanced_detection
0355.JPEG,train,17,high,0.198276,0.344828,0.396552,0.689655,enhanced_detection
0355.JPEG,train,0,dent,0.455172,0.885057,0.131034,0.114943,enhanced_detection
0355.JPEG,train,6,front_bumper,0.455172,0.885057,0.131034,0.114943,enhanced_detection
0355.JPEG,train,15,low,0.455172,0.885057,0.131034,0.114943,enhanced_detection
0355.JPEG,train,0,dent,0.817241,0.729885,0.158621,0.114943,enhanced_detection
0355.JPEG,train,11,right_door,0.817241,0.729885,0.158621,0.114943,enhanced_detection
0355.JPEG,train,15,low,0.817241,0.729885,0.158621,0.114943,enhanced_detection
0355.JPEG,train,0,dent,0.705172,0.321839,0.051724,0.126437,enhanced_detection
0355.JPEG,train,8,hood,0.705172,0.321839,0.051724,0.126437,enhanced_detection
0355.JPEG,train,15,low,0.705172,0.321839,0.051724,0.126437,enhanced_detection
0355.JPEG,train,0,dent,0.684483,0.787356,0.106897,0.091954,enhanced_detection
0355.JPEG,train,6,front_bumper,0.684483,0.787356,0.106897,0.091954,enhanced_detection
0355.JPEG,train,15,low,0.684483,0.787356,0.106897,0.091954,enhanced_detection
0356.JPEG,train,2,crack,0.909091,0.674863,0.174545,0.639344,enhanced_detection
0356.JPEG,train,11,right_door,0.909091,0.674863,0.174545,0.639344,enhanced_detection
0356.JPEG,train,16,medium,0.909091,0.674863,0.174545,0.639344,enhanced_detection
0357.JPEG,train,2,crack,0.87594,0.555263,0.067669,0.1,enhanced_detection
0357.JPEG,train,11,right_door,0.87594,0.555263,0.067669,0.1,enhanced_detection
0357.JPEG,train,16,medium,0.87594,0.555263,0.067669,0.1,enhanced_detection
0357.JPEG,train,0,dent,0.87594,0.673684,0.240602,0.157895,enhanced_detection
0357.JPEG,train,11,right_door,0.87594,0.673684,0.240602,0.157895,enhanced_detection
0357.JPEG,train,15,low,0.87594,0.673684,0.240602,0.157895,enhanced_detection
0358.JPEG,train,0,dent,0.08209,0.843085,0.11194,0.12234,enhanced_detection
0358.JPEG,train,10,left_door,0.08209,0.843085,0.11194,0.12234,enhanced_detection
0358.JPEG,train,15,low,0.08209,0.843085,0.11194,0.12234,enhanced_detection
0359.JPEG,train,2,crack,0.241313,0.909794,0.482625,0.170103,enhanced_detection
0359.JPEG,train,6,front_bumper,0.241313,0.909794,0.482625,0.170103,enhanced_detection
0359.JPEG,train,16,medium,0.241313,0.909794,0.482625,0.170103,enhanced_detection
0361.JPEG,train,4,paint_damage,0.141221,0.5625,0.282443,0.333333,enhanced_detection
0361.JPEG,train,10,left_door,0.141221,0.5625,0.282443,0.333333,enhanced_detection
0361.JPEG,train,17,high,0.141221,0.5625,0.282443,0.333333,enhanced_detection
0361.JPEG,train,2,crack,0.200382,0.244792,0.400763,0.302083,enhanced_detection
0361.JPEG,train,10,left_door,0.200382,0.244792,0.400763,0.302083,enhanced_detection
0361.JPEG,train,16,medium,0.200382,0.244792,0.400763,0.302083,enhanced_detection
0361.JPEG,train,0,dent,0.141221,0.192708,0.076336,0.09375,enhanced_detection
0361.JPEG,train,10,left_door,0.141221,0.192708,0.076336,0.09375,enhanced_detection
0361.JPEG,train,15,low,0.141221,0.192708,0.076336,0.09375,enhanced_detection
0361.JPEG,train,2,crack,0.064885,0.794271,0.129771,0.078125,enhanced_detection
0361.JPEG,train,10,left_door,0.064885,0.794271,0.129771,0.078125,enhanced_detection
0361.JPEG,train,15,low,0.064885,0.794271,0.129771,0.078125,enhanced_detection
0362.JPEG,train,2,crack,0.96,0.892857,0.073333,0.202381,enhanced_detection
0362.JPEG,train,11,right_door,0.96,0.892857,0.073333,0.202381,enhanced_detection
0362.JPEG,train,16,medium,0.96,0.892857,0.073333,0.202381,enhanced_detection
0364.JPEG,train,0,dent,0.34749,0.956186,0.069498,0.07732,enhanced_detection
0364.JPEG,train,6,front_bumper,0.34749,0.956186,0.069498,0.07732,enhanced_detection
0364.JPEG,train,15,low,0.34749,0.956186,0.069498,0.07732,enhanced_detection
0364.JPEG,train,0,dent,0.76834,0.917526,0.11583,0.123711,enhanced_detection
0364.JPEG,train,6,front_bumper,0.76834,0.917526,0.11583,0.123711,enhanced_detection
0364.JPEG,train,15,low,0.76834,0.917526,0.11583,0.123711,enhanced_detection
0364.JPEG,train,0,dent,0.936293,0.889175,0.119691,0.190722,enhanced_detection
0364.JPEG,train,6,front_bumper,0.936293,0.889175,0.119691,0.190722,enhanced_detection
0364.JPEG,train,15,low,0.936293,0.889175,0.119691,0.190722,enhanced_detection
0364.JPEG,train,0,dent,0.092664,0.824742,0.092664,0.123711,enhanced_detection
0364.JPEG,train,10,left_door,0.092664,0.824742,0.092664,0.123711,enhanced_detection
0364.JPEG,train,15,low,0.092664,0.824742,0.092664,0.123711,enhanced_detection
0365.JPEG,train,2,crack,0.498069,0.373711,0.996139,0.747423,enhanced_detection
0365.JPEG,train,14,other_location,0.498069,0.373711,0.996139,0.747423,enhanced_detection
0365.JPEG,train,17,high,0.498069,0.373711,0.996139,0.747423,enhanced_detection
