image_name,split,damage_type,damage_location,severity,bounding_box,confidence,flag
0489.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5179,manual_review
0490.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4104,manual_review
0491.JPEG,train,paint_damage,side_panel,medium,"[123, 94, 24, 40]",0.6545,auto_labeled
0491.JPEG,train,crack,side_panel,medium,"[0, 139, 299, 28]",0.6736,auto_labeled
0491.JPEG,train,paint_damage,side_panel,high,"[0, 0, 299, 133]",0.702,auto_labeled
0491.JPEG,train,dent,left_door,low,"[0, 124, 12, 13]",0.4679,auto_labeled
0492.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5598,manual_review
0493.jpeg,train,paint_damage,side_panel,medium,"[0, 0, 290, 144]",0.6445,auto_labeled
0494.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5679,manual_review
0495.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5853,manual_review
0496.JPEG,train,paint_damage,side_panel,high,"[0, 0, 284, 177]",0.8156,auto_labeled
0497.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5378,manual_review
0498.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 248, 189]",0.6529,auto_labeled
0499.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4375,manual_review
0500.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4677,manual_review
0501.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4719,manual_review
0502.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4638,manual_review
0503.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.544,manual_review
0504.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5401,manual_review
0505.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4862,manual_review
0506.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 179, 280]",0.6889,auto_labeled
0507.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5964,manual_review
0508.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.468,manual_review
0509.JPEG,train,paint_damage,side_panel,high,"[0, 0, 260, 194]",0.7546,auto_labeled
0510.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 180, 279]",0.6751,auto_labeled
0511.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4348,manual_review
0512.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5281,manual_review
0513.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5484,manual_review
0514.JPEG,train,paint_damage,side_panel,high,"[0, 0, 275, 183]",0.7283,auto_labeled
0515.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4808,manual_review
0516.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4683,manual_review
0517.JPEG,train,paint_damage,side_panel,high,"[0, 0, 269, 187]",0.8001,auto_labeled
0518.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5351,manual_review
0519.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5086,manual_review
0520.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4664,manual_review
0521.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4605,manual_review
0522.JPEG,train,scratch,side_panel,high,"[0, 0, 259, 194]",0.7733,auto_labeled
0522.JPEG,train,scratch,front_bumper,medium,"[0, 150, 219, 43]",0.5067,auto_labeled
0523.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.574,manual_review
0524.JPEG,train,scratch,side_panel,high,"[0, 0, 301, 167]",0.6848,auto_labeled
0525.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.476,manual_review
0526.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5789,manual_review
0527.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5245,manual_review
0528.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5756,manual_review
0529.JPEG,train,paint_damage,side_panel,high,"[0, 0, 309, 163]",0.8027,auto_labeled
0529.JPEG,train,dent,left_door,low,"[0, 113, 11, 10]",0.4125,auto_labeled
0530.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4881,manual_review
0531.JPEG,train,paint_damage,side_panel,low,"[66, 109, 35, 17]",0.6585,auto_labeled
0531.JPEG,train,crack,left_door,medium,"[0, 44, 33, 24]",0.6334,auto_labeled
0531.JPEG,train,paint_damage,left_door,medium,"[0, 91, 41, 90]",0.5608,auto_labeled
0531.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 261, 193]",0.675,auto_labeled
0532.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5532,manual_review
0533.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4329,manual_review
0534.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4385,manual_review
0535.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4667,manual_review
0536.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4413,manual_review
0537.JPEG,train,paint_damage,side_panel,high,"[0, 0, 259, 194]",0.7722,auto_labeled
0538.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5404,manual_review
0539.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4424,manual_review
0540.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5005,manual_review
0541.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4374,manual_review
0542.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5826,manual_review
0543.JPEG,train,paint_damage,side_panel,medium,"[0, 19, 275, 163]",0.6613,auto_labeled
0544.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5738,manual_review
0545.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5426,manual_review
0546.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5708,manual_review
0547.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4743,manual_review
0548.JPEG,train,paint_damage,side_panel,high,"[0, 0, 276, 183]",0.7686,auto_labeled
0549.JPEG,train,paint_damage,side_panel,high,"[0, 0, 269, 188]",0.7955,auto_labeled
0549.JPEG,train,paint_damage,left_door,medium,"[0, 102, 50, 61]",0.5341,auto_labeled
0550.JPEG,train,paint_damage,side_panel,high,"[0, 0, 269, 188]",0.7806,auto_labeled
0550.JPEG,train,paint_damage,left_door,medium,"[0, 102, 58, 64]",0.4987,auto_labeled
0551.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5513,manual_review
0552.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4711,manual_review
0553.JPEG,train,scratch,side_panel,high,"[0, 0, 259, 194]",0.7239,auto_labeled
0554.JPEG,train,paint_damage,side_panel,high,"[0, 0, 300, 168]",0.7956,auto_labeled
0554.JPEG,train,crack,left_door,medium,"[0, 89, 21, 40]",0.5557,auto_labeled
0555.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5221,manual_review
0556.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4261,manual_review
0557.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4982,manual_review
0558.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5029,manual_review
0559.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5622,manual_review
0560.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5602,manual_review
0561.JPEG,train,paint_damage,side_panel,high,"[0, 0, 275, 183]",0.7746,auto_labeled
0562.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5184,manual_review
0563.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5832,manual_review
0564.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5207,manual_review
0565.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5,manual_review
0566.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4576,manual_review
0567.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4311,manual_review
0568.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4499,manual_review
0569.JPEG,train,paint_damage,side_panel,medium,"[0, 5, 259, 188]",0.669,auto_labeled
0570.JPEG,train,crack,front_bumper,medium,"[0, 143, 280, 36]",0.6657,auto_labeled
0570.JPEG,train,crack,hood,high,"[0, 0, 280, 69]",0.7097,auto_labeled
0570.JPEG,train,paint_damage,side_panel,high,"[0, 54, 280, 108]",0.6795,auto_labeled
0571.JPEG,train,paint_damage,side_panel,high,"[0, 0, 269, 187]",0.8476,auto_labeled
0571.JPEG,train,dent,right_door,low,"[210, 142, 19, 11]",0.3576,auto_labeled
0572.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5296,manual_review
0573.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5058,manual_review
0574.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4304,manual_review
0575.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5568,manual_review
0576.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4574,manual_review
0577.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4488,manual_review
0578.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4502,manual_review
0579.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.3899,manual_review
0580.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5665,manual_review
0581.JPEG,train,paint_damage,side_panel,high,"[0, 49, 261, 143]",0.7565,auto_labeled
0581.JPEG,train,scratch,windshield,low,"[143, 37, 117, 29]",0.4725,auto_labeled
0582.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5339,manual_review
0583.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5062,manual_review
0584.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5855,manual_review
0585.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4424,manual_review
0586.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4579,manual_review
0587.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4602,manual_review
0588.JPEG,train,scratch,side_panel,high,"[0, 0, 300, 168]",0.7058,auto_labeled
0589.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4311,manual_review
0590.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 272, 185]",0.6352,auto_labeled
0591.JPEG,train,paint_damage,windshield,high,"[59, 0, 199, 93]",0.7165,auto_labeled
0591.JPEG,train,paint_damage,side_panel,medium,"[0, 6, 259, 187]",0.6419,auto_labeled
0591.JPEG,train,paint_damage,left_door,medium,"[0, 22, 85, 141]",0.4891,auto_labeled
0592.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5534,manual_review
0593.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4768,manual_review
0594.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5499,manual_review
0595.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4547,manual_review
0596.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5776,manual_review
0597.JPEG,train,paint_damage,side_panel,high,"[0, 0, 286, 176]",0.803,auto_labeled
0598.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 259, 171]",0.6571,auto_labeled
0599.JPEG,train,crack,front_bumper,medium,"[0, 156, 299, 11]",0.642,auto_labeled
0599.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 299, 148]",0.5938,auto_labeled
0600.JPEG,train,paint_damage,side_panel,high,"[0, 0, 259, 194]",0.8797,auto_labeled
0601.JPEG,train,paint_damage,left_door,medium,"[0, 38, 12, 34]",0.7192,auto_labeled
0601.JPEG,train,crack,side_panel,high,"[0, 0, 414, 122]",0.8679,auto_labeled
0601.JPEG,train,paint_damage,left_door,low,"[0, 0, 65, 19]",0.5206,auto_labeled
0602.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4542,manual_review
0603.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5791,manual_review
0604.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4457,manual_review
0605.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5713,manual_review
0606.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4718,manual_review
0607.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 259, 164]",0.6458,auto_labeled
0607.JPEG,train,scratch,front_bumper,medium,"[0, 151, 259, 42]",0.5967,auto_labeled
0608.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4324,manual_review
0609.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4389,manual_review
0610.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5013,manual_review
0611.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5788,manual_review
0612.JPEG,train,crack,front_bumper,medium,"[0, 182, 259, 11]",0.696,auto_labeled
0612.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 259, 147]",0.6164,auto_labeled
0613.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5236,manual_review
0614.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5783,manual_review
0615.JPEG,train,paint_damage,side_panel,high,"[0, 0, 280, 180]",0.847,auto_labeled
0616.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5441,manual_review
0617.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4759,manual_review
0618.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4943,manual_review
0619.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5252,manual_review
0620.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4303,manual_review
0621.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5319,manual_review
0622.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5291,manual_review
0623.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5538,manual_review
0624.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5811,manual_review
0625.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4725,manual_review
0626.JPEG,train,crack,rear_bumper,medium,"[0, 0, 259, 10]",0.6842,auto_labeled
0626.JPEG,train,paint_damage,side_panel,medium,"[0, 8, 259, 185]",0.6088,auto_labeled
0627.JPEG,train,scratch,side_panel,high,"[0, 32, 259, 161]",0.7357,auto_labeled
0628.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4891,manual_review
0629.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4654,manual_review
0630.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4945,manual_review
0631.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4701,manual_review
0632.JPEG,train,paint_damage,side_panel,medium,"[0, 6, 259, 156]",0.6373,auto_labeled
0632.JPEG,train,paint_damage,side_panel,medium,"[0, 96, 259, 97]",0.5863,auto_labeled
0633.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4752,manual_review
0634.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4958,manual_review
0635.JPEG,train,scratch,side_panel,high,"[0, 0, 259, 194]",0.728,auto_labeled
0636.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.481,manual_review
0637.JPEG,train,paint_damage,side_panel,high,"[0, 0, 300, 118]",0.795,auto_labeled
0638.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4483,manual_review
0639.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4446,manual_review
0640.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4845,manual_review
0641.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4949,manual_review
0642.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5989,manual_review
0643.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5761,manual_review
0644.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 254, 159]",0.6541,auto_labeled
0645.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.3721,manual_review
0646.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5174,manual_review
0647.JPEG,train,paint_damage,side_panel,high,"[0, 0, 299, 169]",0.8359,auto_labeled
0647.JPEG,train,dent,side_panel,low,"[136, 128, 37, 28]",0.3999,auto_labeled
0648.JPEG,train,paint_damage,side_panel,high,"[3, 22, 306, 123]",0.8064,auto_labeled
0648.JPEG,train,crack,side_panel,low,"[0, 140, 322, 15]",0.6388,auto_labeled
0649.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 321, 150]",0.6341,auto_labeled
0650.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4376,manual_review
0651.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5029,manual_review
0652.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5224,manual_review
0653.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4533,manual_review
0654.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4439,manual_review
0655.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4633,manual_review
0656.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5395,manual_review
0657.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.569,manual_review
0658.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4672,manual_review
0659.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4334,manual_review
0660.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5476,manual_review
0661.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.576,manual_review
0662.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5383,manual_review
0663.JPEG,train,paint_damage,side_panel,high,"[0, 0, 287, 175]",0.7364,auto_labeled
0664.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5337,manual_review
0665.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5168,manual_review
0666.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4707,manual_review
0667.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.502,manual_review
0668.JPEG,train,paint_damage,front_bumper,medium,"[0, 163, 275, 19]",0.6376,auto_labeled
0668.JPEG,train,paint_damage,side_panel,high,"[0, 73, 275, 76]",0.7248,auto_labeled
0668.JPEG,train,crack,windshield,medium,"[0, 0, 275, 18]",0.6404,auto_labeled
0669.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5186,manual_review
0670.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5195,manual_review
0671.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.566,manual_review
0672.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4965,manual_review
0673.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 274, 182]",0.6347,auto_labeled
0674.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4353,manual_review
0675.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4574,manual_review
0676.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5355,manual_review
0677.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.523,manual_review
0678.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5237,manual_review
0679.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.453,manual_review
0680.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4515,manual_review
0681.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4908,manual_review
0682.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4819,manual_review
0683.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.467,manual_review
0684.JPEG,train,paint_damage,side_panel,high,"[0, 0, 259, 184]",0.752,auto_labeled
0684.JPEG,train,scratch,front_bumper,medium,"[0, 178, 259, 15]",0.6195,auto_labeled
0685.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4301,manual_review
0686.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4898,manual_review
0687.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5278,manual_review
0688.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5374,manual_review
0689.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5583,manual_review
0690.JPEG,train,crack,front_bumper,medium,"[0, 180, 259, 13]",0.6509,auto_labeled
0690.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 259, 155]",0.5889,auto_labeled
0691.JPEG,train,paint_damage,side_panel,low,"[136, 98, 15, 16]",0.5967,auto_labeled
0691.JPEG,train,paint_damage,side_panel,high,"[0, 22, 259, 171]",0.7357,auto_labeled
0692.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5552,manual_review
0693.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4472,manual_review
0694.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4924,manual_review
0695.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5292,manual_review
0696.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5327,manual_review
0697.JPEG,train,paint_damage,side_panel,high,"[0, 0, 310, 163]",0.8022,auto_labeled
0698.JPEG,train,paint_damage,side_panel,high,"[0, 0, 275, 183]",0.7915,auto_labeled
0699.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4806,manual_review
0700.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5115,manual_review
0701.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5343,manual_review
0702.JPEG,train,crack,front_bumper,low,"[0, 176, 269, 10]",0.6878,auto_labeled
0702.JPEG,train,paint_damage,side_panel,high,"[0, 0, 269, 170]",0.7776,auto_labeled
0702.JPEG,train,paint_damage,left_door,medium,"[0, 71, 30, 15]",0.6201,auto_labeled
0703.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.442,manual_review
0704.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5569,manual_review
0705.jpeg,train,crack,side_panel,medium,"[0, 120, 259, 73]",0.6411,auto_labeled
0705.jpeg,train,paint_damage,side_panel,medium,"[0, 0, 259, 163]",0.59,auto_labeled
0706.JPEG,train,scratch,side_panel,high,"[0, 0, 299, 157]",0.7157,auto_labeled
0706.JPEG,train,crack,left_door,medium,"[0, 100, 28, 35]",0.5583,auto_labeled
0706.JPEG,train,crack,front_bumper,medium,"[0, 148, 299, 19]",0.6015,auto_labeled
0707.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5161,manual_review
0708.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5296,manual_review
0709.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4195,manual_review
0710.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5918,manual_review
0711.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4511,manual_review
0712.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4565,manual_review
0713.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4574,manual_review
0714.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 259, 194]",0.6359,auto_labeled
0715.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4159,manual_review
0716.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4785,manual_review
0717.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5903,manual_review
0718.JPEG,train,scratch,side_panel,high,"[0, 0, 299, 169]",0.747,auto_labeled
0719.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5436,manual_review
0720.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5212,manual_review
0721.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.475,manual_review
0722.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4857,manual_review
0723.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5075,manual_review
0724.JPEG,train,scratch,side_panel,high,"[0, 0, 284, 177]",0.7987,auto_labeled
0725.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.484,manual_review
0726.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5437,manual_review
0727.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5472,manual_review
